Transfer Institution,Transfer Course,Receive Institution,Equivalent Course,Comments,Begin Date,End Date
WASHINGTON STATE UNIVERSITY,MUS 153 MUSICAL STYLE IN COMPOSITION (3),BELLEVUE COLLEGE,MUSC 901 TRANSFER-IN MUSIC THEORY COURSE,Humanities,,
WASHINGTON STATE UNIVERSITY,MUS 160 SURVEY OF MUSIC LITERATURE (3),BELLEVUE COLLEGE,MUSC& 105 MUSIC APPRECIATION (5),Humanities,1/1/1972,
WASHINGTON STATE UNIVERSITY,MUS 161 INTRODUCTION TO THEATRE (3),BELLEVUE COLLEGE,DRMA& 101 INTRODUCTION TO THE THEATRE (5),Humanities,8/1/2012,
WASHINGTON STATE UNIVERSITY,MUS 162 INTRODUCTION TO ACTING (3),BELLEVUE COLLEGE,DRMA 151 BASIC ACTING FUNDAMENTALS (5),Humanities (performance/studio),8/1/2012,
WASHINGTON STATE UNIVERSITY,MUS 163 WORLD MUSIC (3),BELLEVUE COLLEGE,MUSC 117 MUSIC OF THE WORLD (5),Humanities,8/1/1998,
WASHINGTON STATE UNIVERSITY,MUS 181 CLASS PIANO I (1),BELLEVUE COLLEGE,MUSC 130 GROUP PIANO INSTRUCTION I (2),Humanities (performance/studio),,
WASHINGTON STATE UNIVERSITY,MUS 262 ROCK MUSIC: HISTORY AND SOCIAL ANALYSIS (3),BELLEVUE COLLEGE,MUSC 116 HISTORY OF ROCK & ROLL (5),Humanities,,
WASHINGTON STATE UNIVERSITY,PE ACTIV 141 BEGINNING GOLF (1),BELLEVUE COLLEGE,PE 106 BEGINNING GOLF (1),WSU Grade S -> BC Grade P,1/1/2012,
WASHINGTON STATE UNIVERSITY,PEACT 108 KARATE (1),BELLEVUE COLLEGE,PE 120 KARATE (1),PE (activity),,
WASHINGTON STATE UNIVERSITY,PEACT 119 AEROBIC DANCE (1),BELLEVUE COLLEGE,PE 103 CO-ED AEROBICS (1-2),PE (activity),,
WASHINGTON STATE UNIVERSITY,PEACT 177 INTERMEDIATE RACQUETBALL (1),BELLEVUE COLLEGE,PE 901A TRANSFER-IN PHYSICAL EDUCATION ACTIVITY COURSE,PE (activity),1/1/1999,
WASHINGTON STATE UNIVERSITY,PEACT 265 ADVANCED SOCCER (1),BELLEVUE COLLEGE,PE 127 SOCCER (2),PE Activity,,
WASHINGTON STATE UNIVERSITY,PHIL 101 INTRODUCTION TO PHILOSOPHY (3),BELLEVUE COLLEGE,PHIL& 101 INTRODUCTION TO PHILOSOPHY (5),Humanities,,
WASHINGTON STATE UNIVERSITY,PHIL 103 INTRODUCTION TO ETHICS (3),BELLEVUE COLLEGE,PHIL 102 CONTEMPORARY MORAL PROBLEMS (5),Humanities or Social Sciences,,
WASHINGTON STATE UNIVERSITY,PHIL 201 ELEMENTARY LOGIC (3),BELLEVUE COLLEGE,PHIL& 120 SYMBOLIC LOGIC (5),Quantitative or Sciences,1/1/1968,
WASHINGTON STATE UNIVERSITY,"PHYS 101 GENERAL PHYSICS (4)
PHYS 102 GENERAL PHYSICS (4)",BELLEVUE COLLEGE,"PHYS& 114 GENERAL PHYSICS I (6)
PHYS& 115 GENERAL PHYSICS II (6)
PHYS& 116 GENERAL PHYSICS III (6)",Sciences (Lab),,
WASHINGTON STATE UNIVERSITY,"PHYS 201 ENGINEERING PHYSICS (4)
PHYS 202 ENGINEERING PHYSICS (4)",BELLEVUE COLLEGE,"PHYS 121 GENERAL ENGINEERING PHYSICS I (6)
PHYS 122 GENERAL ENGINEERING PHYSICS II (6)
PHYS 123 GENERAL ENGINEERING PHYSICS III (6)","Natural Sciences
Laboratory Science",7/1/1968,
WASHINGTON STATE UNIVERSITY,PHYS 201 PHYSICS FOR SCIENTISTS AND ENGINEERS (4),BELLEVUE COLLEGE,PHYS 121 GENERAL ENGINEERING PHYSICS I (6),"Natural Sciences
Laboratory Science",7/1/1968,
WASHINGTON STATE UNIVERSITY,PHYS 202 PHYSICS FOR SCIENTISTS AND ENGINEERS II (4),BELLEVUE COLLEGE,PHYS 123 GENERAL ENGINEERING PHYSICS III (6),"Natural Sciences
Laboratory Science",7/1/1968,
WASHINGTON STATE UNIVERSITY,"PHYSICS 201 PHYSICS FOR SCIENTISTS AND ENGINEERS I (4)
PHYSICS 202 PHYSICS FOR SCIENTISTS AND ENGINEERS II (4)",BELLEVUE COLLEGE,"PHYS 121 GENERAL ENGINEERING PHYSICS I (6)
PHYS 122 GENERAL ENGINEERING PHYSICS II (6)
PHYS 123 GENERAL ENGINEERING PHYSICS III (6)",Sciences (Lab),,
WASHINGTON STATE UNIVERSITY,POL S 101 AMERICAN NATIONAL GOVERNMENT (3),BELLEVUE COLLEGE,POLS& 202 AMERICAN GOVERNMENT (5),Social Sciences,,
WASHINGTON STATE UNIVERSITY,POL S 102 INTRODUCTION TO COMPARATIVE POLITICS (3),BELLEVUE COLLEGE,POLS 204 INTRODUCTION TO COMPARATIVE POLITICS (5),Social Sciences,,
WASHINGTON STATE UNIVERSITY,POL S 103 INTERNATIONAL POLITICS (3),BELLEVUE COLLEGE,POLS& 203 INTERNATIONAL RELATIONS (5),Social Sciences,,
WASHINGTON STATE UNIVERSITY,PSYCH 105 INTRODUCTORY PSYCHOLOGY (3),BELLEVUE COLLEGE,PSYC& 100 GENERAL PSYCHOLOGY (5),Social Sciences,,
WASHINGTON STATE UNIVERSITY,"PSYCH 106 PSYCHOLOGY APPLIED TO DAILY LIVING: DEALING WITH FRIENDS, ALCOHOL, AND SEX (1)",BELLEVUE COLLEGE,PSYC 901 TRANSFER-IN PSYCHOLOGY COURSE,Social Sciences,,
WASHINGTON STATE UNIVERSITY,PSYCH 230 HUMAN SEXUALITY (3),BELLEVUE COLLEGE,PSYC 210 PSYCHOLOGY OF HUMAN SEXUALITY (5),Social Sciences,,
WASHINGTON STATE UNIVERSITY,PSYCH 265 BIOPSYCHOLOGICAL EFFECTS OF ALCOHOL AND OTHER DRUGS (3),BELLEVUE COLLEGE,PSYC 225 DRUGS AND BEHAVIOR (5),,,
WASHINGTON STATE UNIVERSITY,PSYCH 333 ABNORMAL PSYCHOLOGY (3),BELLEVUE COLLEGE,PSYC& 220 ABNORMAL PSYCHOLOGY (5),,1/1/1968,
WASHINGTON STATE UNIVERSITY,"SCI 101 ORIGINS IN THE NATURAL WORLD (4)
SCI 102 DYNAMIC SYSTEMS IN THE NATURAL WORLD (4)",BELLEVUE COLLEGE,BASCI 901L TRANSFER-IN BASIC SCIENCE SKILLS LAB COURSE,Sciences (Lab),,
WASHINGTON STATE UNIVERSITY,SHS 201 AMERICAN SIGN LANGUAGE I (4),BELLEVUE COLLEGE,ASL& 122 AMERICAN SIGN LANGUAGE II (5),Humanities,,
WASHINGTON STATE UNIVERSITY,SOC 101 INTRODUCTION TO SOCIOLOGY (3),BELLEVUE COLLEGE,SOC& 101 INTRODUCTION TO SOCIOLOGY (5),Social Sciences,,
WASHINGTON STATE UNIVERSITY,SOC 102 CONTEMPORARY SOCIAL PROBLEMS (3),BELLEVUE COLLEGE,SOC& 201 SOCIAL PROBLEMS (5),Social Sciences,,
WASHINGTON STATE UNIVERSITY,SOC 150 MARITAL AND SEXUAL LIFE STYLES (3),BELLEVUE COLLEGE,SOC 901 TRANSFER-IN SOCIOLOGY COURSE,Social Sciences,,
WASHINGTON STATE UNIVERSITY,SOE 101 INTRODUCTION TO GEOLOGY (4),BELLEVUE COLLEGE,GEOL& 101 INTRODUCTION TO PHYSICAL GEOLOGY (6),,,
WASHINGTON STATE UNIVERSITY,"SPAN 101 FIRST SEMESTER (4)
SPAN 102 SECOND SEMESTER (4)",BELLEVUE COLLEGE,"SPAN& 121 SPANISH I (5)
SPAN& 122 SPANISH II (5)
SPAN& 123 SPANISH III (5)",Humanities,,
WASHINGTON STATE UNIVERSITY,"SPAN 203 THIRD SEMESTER (4)
SPAN 204 FOURTH SEMESTER (4)",BELLEVUE COLLEGE,"SPAN& 221 SPANISH IV (5)
SPAN& 222 SPANISH V (5)
SPAN& 223 SPANISH VI (5)",Humanities,,
WASHINGTON STATE UNIVERSITY,SPAN 204 FOURTH SEMESTER (4),BELLEVUE COLLEGE,SPAN& 221 SPANISH IV (5),Humanities,,
WASHINGTON STATE UNIVERSITY,"SPANISH 101 FIRST SEMESTER (4)
SPANISH 102 SECOND SEMESTER (4)",BELLEVUE COLLEGE,"SPAN& 121 SPANISH I (5)
SPAN& 122 SPANISH II (5)
SPAN& 123 SPANISH III (5)",Humanities,1/1/2012,
WASHINGTON STATE UNIVERSITY,"SPANISH 203 THIRD SEMESTER (4)
SPANISH 204 FOURTH SEMESTER (4)",BELLEVUE COLLEGE,"SPAN& 221 SPANISH IV (5)
SPAN& 222 SPANISH V (5)
SPAN& 223 SPANISH VI (5)",Humanities,1/1/2012,
WASHINGTON STATE UNIVERSITY,"SPCOM 102 PUBLIC SPEAKING: THEORY, MODELS, AND PRACTICE (3)",BELLEVUE COLLEGE,CMST& 220 PUBLIC SPEAKING (5),Humanities,1/1/1995,
WASHINGTON STATE UNIVERSITY,STAT 212 INTRODUCTION TO STATISTICAL METHODS (4),BELLEVUE COLLEGE,MATH 130 INTRODUCTION TO STATISTICS (5),,,
WASHINGTON STATE UNIVERSITY,STAT 360 PROBABILITY AND STATISTICS (3),BELLEVUE COLLEGE,MATH 270 PROBABILITY AND STATISTICAL MODELS (5),,,
WASHINGTON STATE UNIVERSITY,THEAT 160 INTRODUCTION TO THEATRE (3),BELLEVUE COLLEGE,DRMA& 101 INTRODUCTION TO THE THEATRE (5),Humanities,,
WASHINGTON STATE UNIVERSITY,UCOLLEGE 100 COLLEGE MAJORS AND CAREER EXPLORATION (1),BELLEVUE COLLEGE,HD 112 SELECTING A COLLEGE MAJOR (2),Restricted Electives,1/1/2012,
WASHINGTON STATE UNIVERSITY,UNIV 104 PATHWAYS TO ACADEMIC SUCCESS SEMINAR (2),BELLEVUE COLLEGE,"HD 120 LEARNING STRATEGIES FOR STUDENT SUCCESS (Variable, 1-5)",Restricted Elective,,
WASHINGTON STATE UNIVERSITY,W ST 200 INTRODUCTION TO WOMEN'S STUDIES (3),BELLEVUE COLLEGE,CES 109 INTRODUCTION TO WOMEN’S STUDIES (5),Social Sciences,,
WASHINGTON STATE UNIVERSITY,WOMEN ST 101 GENDER AND POWER: INTRODUCTION TO WOMEN’S STUDIES (3),BELLEVUE COLLEGE,CES 109 INTRODUCTION TO WOMEN’S STUDIES (5),Social Sciences,1/1/2014,
